Table: Total Primary Energy Production (Quadrillion Btu);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009
Lithuania;;--;--;--;--;--;--;--;--;--;--;--;--;0.15108;0.13805;0.08892;0.12408;0.14492;0.1269;0.15326;0.11404;0.10159;0.13895;0.16583;0.17688;0.17038;0.11869;0.09977;0.11184;0.11247;0.12074
Moldova;;--;--;--;--;--;--;--;--;--;--;--;--;0.00746;0.00715;0.0049;0.0039;0.00429;0.00456;0.00096;0.00092;0.00058;0.00074;0.00122;0.00065;0.00058;0.00062;0.0026;0.00033;0.0008;0.00053
Russia;;--;--;--;--;--;--;--;--;--;--;--;--;47.98942;44.68627;42.30232;41.41724;39.9453;38.74061;39.06441;40.80774;41.69408;42.62477;44.16124;47.18125;49.50683;50.71724;51.68464;52.19157;52.17849;49.51408
Tajikistan;;--;--;--;--;--;--;--;--;--;--;--;--;0.17322;0.17934;0.17471;0.15243;0.15436;0.14177;0.14642;0.15977;0.14321;0.14832;0.15479;0.16873;0.16582;0.1719;0.16792;0.17205;0.16929;0.1582
Turkmenistan;;--;--;--;--;--;--;--;--;--;--;--;--;2.34412;2.58223;1.49372;1.36122;1.54939;1.15967;0.74996;1.14739;2.04777;2.13305;2.38175;2.60554;2.61661;2.74176;2.7061;2.92212;3.00096;1.82028
Ukraine;;--;--;--;--;--;--;--;--;--;--;--;--;4.03475;3.69069;3.22211;3.3142;3.0448;3.02061;3.04172;3.04805;3.04794;3.05832;3.05746;3.19919;3.21006;3.25194;3.31256;3.2438;3.23735;3.08681
Uzbekistan;;--;--;--;--;--;--;--;--;--;--;--;--;1.78593;1.90014;2.04044;2.14555;2.1533;2.17794;2.3863;2.38508;2.4104;2.65369;2.45486;2.46131;2.54567;2.50468;2.59007;2.66543;2.79091;2.54626
Middle East;;42.2645;36.47954;29.69913;27.56358;27.68171;25.77899;30.7652;32.21523;36.10119;39.70422;40.99476;40.27504;43.52034;45.72032;47.28432;48.33481;49.4342;51.72251;54.87985;53.79734;57.4757;56.16039;54.26208;57.59863;62.16862;65.28441;65.25781;64.52663;68.23172;66.22732
Bahrain;;0.22023;0.23687;0.24305;0.25079;0.24159;0.27123;0.2954;0.33089;0.29706;0.29963;0.31258;0.33331;0.28675;0.351;0.34785;0.34311;0.33392;0.39892;0.40301;0.40835;0.41491;0.42459;0.44511;0.45209;0.45737;0.48675;0.51124;0.52788;0.55143;0.55378
Iran;;3.94373;3.2865;5.1356;5.67815;5.30488;5.5867;5.06388;5.66893;5.70867;7.01523;7.67034;8.26544;8.52727;8.83295;9.16213;9.34723;9.64608;9.83963;9.89555;9.99916;10.40032;10.67235;10.44888;11.35855;12.05584;13.11484;13.12068;12.99567;13.35728;14.25971
Iraq;;5.44998;2.16341;2.18917;2.16796;2.61053;3.09038;3.65927;4.5772;5.97032;6.47154;4.54242;0.69195;1.0183;1.21122;1.32841;1.35231;1.39037;2.60395;4.7062;5.475;5.62238;5.21719;4.42167;2.84408;4.37814;4.07072;4.33915;4.51219;5.15593;5.14615
Israel;;0.08111;0.08307;0.00528;0.00424;0.00425;0.00424;0.00361;0.00292;0.00234;0.00217;0.00156;0.0016;0.00149;0.00174;0.00163;0.00121;0.00142;0.00163;0.00142;0.00112;0.00084;0.00073;0.00087;0.00124;0.02806;0.02671;0.03461;0.04058;0.05126;0.04338
Jordan;;0;0;0;0;0;0;0.00221;0.00129;0.00137;0.00361;0.00571;0.00554;0.00582;0.0077;0.01056;0.01098;0.01029;0.01101;0.01058;0.01061;0.01124;0.01128;0.01212;0.01202;0.01212;0.01104;0.01246;0.01;0.00852;0.00884
Kuwait;;3.98985;2.62777;1.94451;2.51342;2.76084;2.44003;3.36252;3.76674;3.62745;4.31565;2.83247;0.42947;2.44216;4.28436;4.72709;4.81243;4.94199;4.84719;5.01541;4.59658;5.0356;4.81399;4.58056;5.14197;5.70635;6.11957;6.13696;5.98444;6.29216;5.7276
Lebanon;;0.00874;0.00879;0.00672;0.00583;0.00604;0.00605;0.00579;0.00629;0.00613;0.00516;0.00309;0.00517;0.00564;0.00735;0.00835;0.00732;0.00817;0.00911;0.00792;0.00336;0.00454;0.00341;0.00683;0.01382;0.01111;0.01036;0.00682;0.00572;0.00364;0.00601
Oman;;0.63842;0.72125;0.74034;0.86006;0.94353;1.13109;1.2796;1.34033;1.41194;1.49303;1.58777;1.64273;1.72201;1.81675;1.90235;1.99453;2.06667;2.13079;2.19684;2.16611;2.42716;2.47904;2.48393;2.34919;2.25829;2.40381;2.47023;2.42073;2.52532;2.665
Palestine;;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0;0;0;0;0;0;0;0;0;0;0;0;0
Qatar;;1.1995;1.05173;0.93208;0.8389;1.09073;0.87617;0.88195;0.85843;0.98986;1.05965;1.2004;1.24548;1.39076;1.44609;1.44338;1.50724;1.65525;1.89992;2.30829;2.37092;2.81917;2.71167;2.74406;2.9468;3.44967;3.82071;4.05452;4.47623;5.15456;5.61894
Saudi Arabia;;22.43421;22.43699;15.10441;11.92263;11.28964;8.64186;12.03622;10.84182;12.85643;12.80877;15.92029;19.74695;20.39209;20.108;20.39034;20.65907;20.81526;21.2433;21.41514;20.17832;21.59311;20.94557;20.26962;23.0489;24.15902;25.50798;24.68056;23.80695;25.24488;22.91178
Syria;;0.41093;0.4091;0.39891;0.41301;0.42618;0.43947;0.47585;0.56909;0.64495;0.82995;1.00242;1.25601;1.23646;1.40996;1.4264;1.43832;1.51129;1.47877;1.50249;1.47965;1.46229;1.36589;1.43127;1.40306;1.38082;1.28566;1.23865;1.16534;1.13358;1.14139
United Arab Emirates;;3.88781;3.45406;2.99906;2.90859;3.0035;3.29178;3.67804;4.20936;4.22196;4.9942;5.51239;6.24061;6.11006;5.78346;5.83578;6.14019;6.34013;6.50094;6.60659;6.25346;6.76686;6.59336;6.49905;7.12961;7.42447;7.59008;7.86848;7.91494;8.12802;7.5188
Yemen;;0;0;0;0;0;0;0.02085;0.04193;0.3627;0.40564;0.40331;0.41078;0.38153;0.45974;0.70005;0.72086;0.71336;0.75733;0.81039;0.85469;0.91729;0.92129;0.91812;0.89731;0.84735;0.83619;0.78345;0.66597;0.62513;0.62592
Africa;;17.39619;15.19068;15.47624;16.11666;17.55056;18.39081;18.44891;18.61817;19.71429;20.58725;21.62656;22.48564;22.83203;22.63848;22.8187;23.99836;24.60892;26.05338;26.26615;26.56975;27.69055;27.96441;28.11389;29.95236;31.80326;34.43192;35.11789;36.10537;37.01497;36.1272
Algeria;;2.80332;3.03742;3.22547;3.60602;3.85789;3.9071;3.96829;4.21747;4.29745;4.50276;4.75332;4.91623;5.03106;4.88426;4.7356;5.0482;5.24834;5.59212;5.74876;6.01955;6.19057;6.17016;6.39056;6.78907;6.90113;7.47971;7.41833;7.32433;7.37697;7.06014
Angola;;0.33508;0.29133;0.27626;0.39581;0.46249;0.51127;0.62143;0.78933;0.98944;0.99075;1.03779;1.09201;1.15235;1.11255;1.16856;1.40407;1.54205;1.54876;1.59583;1.61454;1.62241;1.60922;1.94122;1.95654;2.29303;2.72163;3.09084;3.80312;4.33248;4.17559
Benin;;0;0;0;0.00896;0.01573;0.01793;0.01793;0.01569;0.01124;0.00897;0.00897;0.00897;0.01258;0.01295;0.01329;0.00673;0.00451;0.00298;0.00226;0.00226;0.00157;0.00159;0.00181;0.00092;0.00001;0.00001;0.00001;0.00001;0.00001;0.00001
Botswana;;0.009;0.00922;0.01004;0.00958;0.00953;0.0106;0.01211;0.01405;0.01486;0.01608;0.01926;0.01901;0.02186;0.02158;0.02183;0.02496;0.02053;0.01991;0.02378;0.02421;0.02427;0.02383;0.02442;0.02109;0.02339;0.02524;0.02465;0.02122;0.02332;0.01891
Burkina Faso;;0;0;0;0;0;0;0;0;0;0;0.00009;0.00014;0.00021;0.00048;0.00074;0.00097;0.00118;0.00117;0.0008;0.00126;0.00099;0.00055;0.00065;0.00098;0.00101;0.00099;0.00079;0.00109;0.00133;0.00128
Burundi;;0.00002;0.00002;0.00002;0.00024;0.00041;0.00048;0.00064;0.00098;0.00106;0.00106;0.00111;0.00115;0.00108;0.00111;0.00118;0.00121;0.00121;0.00123;0.00111;0.00099;0.001;0.00118;0.00128;0.00102;0.0009;0.00099;0.00091;0.00115;0.00108;0.00122
Cameroon;;0.14028;0.20759;0.25784;0.26857;0.31588;0.42564;0.40828;0.40175;0.38056;0.39624;0.37669;0.36038;0.33271;0.30251;0.26182;0.2691;0.26449;0.30049;0.29309;0.25088;0.21945;0.20194;0.18362;0.18123;0.18255;0.21604;0.22654;0.21821;0.21907;0.20651
Cape Verde;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00002;0.00005;0.00006;0.00007;0.00007;0.00008;0.00008;0.00008;0.00006;0.00006;0.00005;0.00006;0.00006;0.00007;0.00007;0.00006;0.00007
Central African Republic;;0.00069;0.00068;0.00071;0.00067;0.00072;0.00063;0.00079;0.00076;0.00076;0.00077;0.00079;0.00078;0.0008;0.00079;0.00081;0.00082;0.00084;0.00085;0.00083;0.00083;0.00085;0.00085;0.00083;0.00085;0.00083;0.00099;0.00108;0.00128;0.00129;0.00127
Chad;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08215;0.38959;0.40236;0.35967;0.32844;0.29002;0.26192
Comoros;;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00003;0.00004;0.00005;0.00005;0.00005;0.00002;0.00002;0.00002
Congo (Brazzaville);;0.13906;0.1768;0.19021;0.18668;0.25929;0.25826;0.25424;0.26445;0.30758;0.35009;0.35315;0.33406;0.37245;0.3856;0.38304;0.40021;0.42988;0.55731;0.581;0.5927;0.61463;0.55982;0.54721;0.53852;0.51381;0.50231;0.52964;0.45812;0.52196;0.59901
Congo (Kinshasa);;0.09029;0.08974;0.09525;0.10326;0.12055;0.12598;0.12617;0.12593;0.12215;0.12386;0.12221;0.11652;0.12015;0.11249;0.11234;0.12988;0.12946;0.11392;0.10656;0.1037;0.11894;0.11509;0.11273;0.11229;0.1183;0.11857;0.11985;0.12723;0.11914;0.12586
Cote dIvoire (IvoryCoast);;0.01613;0.03311;0.03748;0.06075;0.06215;0.07434;0.05539;0.05143;0.03858;0.01735;0.01792;0.01727;0.01397;0.01228;0.02667;0.03691;0.07312;0.08159;0.08654;0.0996;0.09255;0.09202;0.0928;0.10904;0.12155;0.14627;0.1964;0.18502;0.20542;0.20151
Djibouti;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Egypt;;1.45253;1.48126;1.69107;1.84143;2.07993;2.23297;2.09272;2.29913;2.23788;2.31967;2.3613;2.39558;2.38828;2.48069;2.52162;2.59908;2.64948;2.51307;2.47665;2.59376;2.54658;2.69105;2.66733;2.85181;2.85753;3.24387;3.46531;3.52465;3.8505;3.87944
Equatorial Guinea;;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00002;0.00022;0.00312;0.009;0.00999;0.00999;0.0342;0.10458;0.1663;0.20419;0.3361;0.36298;0.47093;0.45991;0.7387;0.79029;0.7615;0.83106;0.92684;0.90958
Eritrea;;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0;0;0;0.00001;0.00001;0.00001;0.00001;0.00001;0.00001;0.00001;0.00001;0.00001;0.00002;0.00002;0.00002;0.00002
Ethiopia;;0.00491;0.00525;0.006;0.00655;0.00713;0.0078;0.00858;0.00923;0.00987;0.01037;0.01132;0.01145;0.01166;0.0129;0.01382;0.01458;0.01546;0.01583;0.01619;0.01644;0.01668;0.02039;0.02038;0.02311;0.02501;0.02805;0.032;0.03312;0.03229;0.03476
Gabon;;0.38239;0.331;0.34239;0.34865;0.3502;0.37864;0.36474;0.34436;0.35325;0.45758;0.59067;0.64287;0.65246;0.68255;0.71742;0.79621;0.8054;0.80794;0.76839;0.72348;0.6899;0.59221;0.55249;0.53129;0.52772;0.58409;0.5228;0.53566;0.54642;0.53189
Gambia, The;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ghana;;0.05913;0.06014;0.05596;0.03114;0.0231;0.03345;0.0465;0.04821;0.04967;0.05402;0.05892;0.0634;0.06996;0.06767;0.06527;0.07091;0.08086;0.0801;0.0495;0.06533;0.08196;0.08278;0.06589;0.05455;0.0676;0.06872;0.06818;0.04947;0.07347;0.07945
Guinea;;0.00154;0.00155;0.00155;0.00161;0.00162;0.00168;0.0017;0.00172;0.00173;0.00177;0.0018;0.00184;0.00184;0.00186;0.00188;0.00197;0.00202;0.00291;0.00313;0.004;0.00414;0.00564;0.00599;0.00406;0.0055;0.00489;0.00452;0.00527;0.00515;0.00493
Guinea-Bissau;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kenya;;0.01228;0.01613;0.01691;0.01957;0.01931;0.02237;0.02334;0.02418;0.02874;0.0306;0.03143;0.03362;0.0334;0.03536;0.03604;0.03827;0.04035;0.03864;0.03896;0.03051;0.01968;0.03145;0.03825;0.04383;0.04137;0.04254;0.04475;0.04672;0.04184;0.03637
Lesotho;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00199;0.00294;0.00294;0.00319;0.00333;0.00298;0.00347;0.00196;0.00196;0.00197;0.00195
Liberia;;0.00344;0.00328;0.00343;0.00337;0.00233;0.00271;0.00329;0.00329;0.00331;0.00324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Libya;;4.02923;2.57372;2.61321;2.52341;2.52606;2.46198;2.43448;2.29436;2.73466;2.70148;3.18319;3.43161;3.34229;3.16907;3.20515;3.22788;3.27629;3.386;3.26037;3.06773;3.29768;3.20746;3.11209;3.30084;3.60892;4.00121;4.23549;4.3804;4.47974;4.28821
Madagascar;;0.00152;0.00159;0.00236;0.00258;0.00263;0.00266;0.00278;0.00298;0.0031;0.00328;0.00352;0.00346;0.00354;0.00355;0.00358;0.00381;0.00435;0.0046;0.0051;0.00527;0.00551;0.00546;0.00544;0.00619;0.00635;0.00641;0.00626;0.00704;0.00682;0.00683
Malawi;;0.00403;0.00396;0.00423;0.00466;0.00484;0.00491;0.00529;0.00581;0.00581;0.0059;0.00725;0.00775;0.00794;0.00795;0.00837;0.00858;0.00875;0.00884;0.01015;0.01145;0.01243;0.01203;0.01263;0.01336;0.01441;0.01431;0.01456;0.01596;0.01558;0.01559
Mali;;0.00086;0.00086;0.0011;0.00128;0.00139;0.00139;0.00165;0.00167;0.00171;0.00175;0.00188;0.0019;0.00215;0.00225;0.00227;0.0023;0.00217;0.00232;0.00235;0.00235;0.00238;0.00242;0.0024;0.0024;0.00249;0.00255;0.00261;0.00265;0.00274;0.00293
Mauritania;;0.00026;0.00031;0.0004;0.00041;0.00038;0.00032;0.00019;0.00026;0.00026;0.00026;0.00026;0.00026;0.00027;0.00027;0.00029;0.00029;0.00029;0.00031;0.00029;0.00031;0.00033;0.00035;0.00035;0.00042;0.00044;0.00049;0.06594;0.03257;0.02809;0.02511
Mauritius;;0.00085;0.00062;0.00097;0.00037;0.00068;0.00119;0.00114;0.00145;0.00102;0.00153;0.00087;0.00077;0.00116;0.00106;0.00077;0.00138;0.00105;0.00094;0.00106;0.00317;0.00515;0.00537;0.00524;0.0056;0.00573;0.00543;0.00492;0.00517;0.00559;0.00568
Morocco;;0.0427;0.03956;0.03564;0.03537;0.03578;0.0358;0.03639;0.03267;0.03379;0.03152;0.03252;0.03323;0.03035;0.02611;0.03167;0.02918;0.03819;0.03555;0.02892;0.01795;0.01211;0.01373;0.01283;0.019;0.02068;0.01482;0.01483;0.01391;0.01509;0.03196
Mozambique;;0.14486;0.04353;0.03634;0.05427;0.00684;0.0025;0.00147;0.00141;0.00172;0.00165;0.004;0.00447;0.00441;0.00459;0.00481;0.00492;0.00514;0.01032;0.01783;0.08042;0.10009;0.12405;0.13095;0.11408;0.11914;0.13877;0.20655;0.2687;0.27041;0.26382
Namibia;;--;--;--;--;--;--;--;--;--;--;0;0;0;0;0;0.01155;0.00874;0.00617;0.01001;0.01183;0.01393;0.01401;0.01471;0.01533;0.01589;0.01641;0.01577;0.01542;0.01454;0.01362
Niger;;0.00056;0.00083;0.00125;0.00361;0.00417;0.00419;0.00344;0.00456;0.00431;0.00475;0.00478;0.00478;0.00472;0.00478;0.00478;0.00481;0.00465;0.00446;0.00446;0.00448;0.00405;0.00418;0.00466;0.00482;0.00512;0.00466;0.00469;0.00461;0.00461;0.00461
Nigeria;;4.49512;3.18214;2.85824;2.76943;3.1177;3.3565;3.31135;3.05266;3.30309;3.9016;4.06938;4.30004;4.42704;4.4509;4.36981;4.52545;4.56371;4.84978;4.89851;4.89075;5.17804;5.45362;5.15444;5.70931;5.89869;6.54435;6.35193;6.30563;5.92992;5.7383
Reunion;;0.00314;0.00387;0.00441;0.0045;0.00422;0.00505;0.00519;0.00546;0.00432;0.00513;0.00566;0.00476;0.00507;0.00508;0.00509;0.00513;0.0062;0.00653;0.00766;0.0077;0.00769;0.00781;0.00782;0.00791;0.00781;0.00784;0.00779;0.00856;0.00959;0.00942
Rwanda;;0.00115;0.00108;0.00139;0.00159;0.00168;0.00169;0.00156;0.00171;0.00172;0.00178;0.00172;0.0017;0.00176;0.00158;0.00161;0.00163;0.00145;0.00163;0.00163;0.0013;0.00112;0.00091;0.00099;0.00119;0.00083;0.00059;0.00041;0.00033;0.00069;0.00127
Saint Helena;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sao Tome and Principe;;0.00007;0.00007;0.00008;0.00006;0.00008;0.00008;0.00007;0.00008;0.00008;0.00008;0.00008;0.00008;0.00008;0.00008;0.00008;0.00008;0.00008;0.00008;0.00007;0.00009;0.0001;0.00004;0.00006;0.00007;0.00006;0.00004;0.00008;0.0001;0.00012;0.00012
Senegal;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00063;0.00127;0.00159;0.0019;0.00127;0.00127;0.00127;0.00161;0.00161;0.00356;0.00503;0.00452;0.00427;0.00393;0.0034;0.00384;0.00393
Seychelles;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sierra Leone;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00015;0.00015;0.00016;0.00016;0.00016;0.00018;0.00004;0.00018;0.0002;0.00078
Somalia;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0.00011;0.00011;0.00012;0.00015;0.00015;0.00015
South Africa;;2.71516;3.06821;3.17324;3.28133;3.71563;3.97925;4.09735;4.06884;4.23474;4.1214;4.04577;4.11971;4.21439;4.3043;4.59804;4.84064;4.85559;5.43776;5.52461;5.43433;5.57808;5.61807;5.52069;5.91399;6.0645;6.05424;6.04095;6.10015;6.15659;6.08747
Sudan and South Sudan;;0.00514;0.00772;0.00799;0.00804;0.00783;0.00955;0.00955;0.00954;0.00948;0.00966;0.00986;0.01073;0.01171;0.01169;0.01165;0.01029;0.01471;0.01993;0.02909;0.14029;0.35804;0.40104;0.45603;0.51233;0.64831;0.66196;0.71509;0.8748;0.90333;0.92832
Swaziland;;0.00585;0.00558;0.00521;0.00332;0.00457;0.00622;0.00601;0.00616;0.00626;0.00652;0.00571;0.00528;0.00468;0.00337;0.00562;0.00656;0.00563;0.00599;0.00725;0.00976;0.01034;0.01044;0.01622;0.01275;0.01353;0.00771;0.00949;0.00971;0.00978;0.0101
Tanzania;;0.01028;0.01071;0.0108;0.0113;0.0115;0.01175;0.01127;0.01219;0.01281;0.01501;0.01606;0.01794;0.01701;0.01851;0.01648;0.01694;0.01936;0.01537;0.02213;0.02384;0.02366;0.02862;0.02942;0.02726;0.02944;0.0346;0.03479;0.04685;0.04893;0.05366
Togo;;0.00039;0.0004;0.0006;0.0002;0.0004;0.00079;0.00079;0.00079;0.00078;0.00099;0.00099;0.00201;0.00132;0.00237;0.00153;0.00263;0.00196;0.00095;0.00175;0.00208;0.00101;0.00052;0.00087;0.00126;0.00082;0.00075;0.00092;0.00099;0.00091;0.00092
Tunisia;;0.24451;0.26206;0.27131;0.26812;0.27474;0.25465;0.24907;0.24208;0.23764;0.24149;0.21584;0.23432;0.25259;0.2251;0.21118;0.2004;0.2158;0.24518;0.2474;0.25329;0.24551;0.24303;0.25184;0.25644;0.27032;0.26403;0.26643;0.26942;0.30342;0.26528
Uganda;;0.00658;0.00536;0.0058;0.0054;0.00639;0.00656;0.00669;0.00638;0.006;0.00707;0.00792;0.00801;0.01006;0.00988;0.01029;0.01067;0.01145;0.01266;0.0128;0.01286;0.01582;0.01597;0.01697;0.01794;0.01892;0.01839;0.01151;0.01382;0.01607;0.017
Western Sahara;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zambia;;0.10831;0.11426;0.11926;0.11617;0.11541;0.1161;0.11552;0.09898;0.09911;0.08051;0.09015;0.08943;0.09053;0.08831;0.08365;0.08391;0.07719;0.08416;0.08088;0.08272;0.08304;0.08573;0.08683;0.08919;0.08686;0.09162;0.09824;0.09625;0.09432;0.09931
Zimbabwe;;0.1255;0.11969;0.11179;0.12834;0.11936;0.11579;0.14148;0.15611;0.1637;0.15864;0.17237;0.18788;0.17902;0.16037;0.14874;0.1436;0.14079;0.12906;0.13079;0.15414;0.14736;0.14202;0.14495;0.1497;0.14652;0.15503;0.13467;0.1314;0.12323;0.12112
Asia & Oceania;;35.80181;36.92105;37.9759;40.79998;44.88738;48.61562;50.70651;52.50336;54.56121;57.12476;59.49429;61.26732;62.56403;65.2679;68.64056;72.7316;73.7991;77.59484;77.27103;77.1254;77.79558;82.33132;87.98084;95.79226;107.9514;115.74884;120.95066;126.90499;136.04458;142.09836
Afghanistan;;0.07309;0.09328;0.09593;0.10015;0.10049;0.12165;0.12127;0.11579;0.12196;0.12031;0.1193;0.02092;0.01704;0.01709;0.01717;0.01302;0.01374;0.01342;0.01329;0.01351;0.01376;0.00766;0.00803;0.00809;0.00727;0.00748;0.00749;0.00834;0.00874;0.00817
American Samoa;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Australia;;3.24549;3.71959;3.73669;4.13781;4.54319;4.99634;5.20336;5.71826;5.275;5.57147;6.15594;6.43579;6.62517;6.65082;6.91786;7.42927;7.58205;8.31179;8.66114;8.84325;9.65682;10.24747;10.45531;10.32408;10.51769;11.05604;11.09273;11.86819;11.92578;12.26404
Bangladesh;;0.05354;0.06163;0.06809;0.07198;0.09963;0.10319;0.11246;0.13037;0.14972;0.16539;0.16351;0.17329;0.20443;0.22201;0.24416;0.26365;0.27221;0.27474;0.2957;0.32458;0.35052;0.37372;0.40765;0.45666;0.49109;0.52531;0.58094;0.61293;0.68096;0.75024
Bhutan;;0.00006;0.00007;0.00009;0.00009;0.00009;0.00009;0.00315;0.0122;0.01582;0.01599;0.01607;0.01629;0.01767;0.01747;0.01841;0.01957;0.02087;0.01997;0.01946;0.0195;0.01956;0.02126;0.02444;0.02731;0.02411;0.02838;0.04689;0.0667;0.07042;0.06913
Brunei;;0.94578;0.8059;0.76411;0.78974;0.73602;0.71032;0.73572;0.68908;0.68177;0.67202;0.7236;0.68119;0.70466;0.71122;0.72212;0.75137;0.72705;0.7413;0.70295;0.7752;0.81625;0.83679;0.79287;0.82807;0.85055;0.86999;0.97067;0.86254;0.82158;0.73647
Burma (Myanmar);;0.08633;0.08161;0.09327;0.09711;0.10659;0.10714;0.10508;0.09135;0.07892;0.08776;0.08339;0.08559;0.08568;0.08998;0.10111;0.10022;0.09542;0.09425;0.10055;0.08939;0.16654;0.27682;0.38085;0.43539;0.47114;0.58149;0.58064;0.61443;0.57822;0.54082
Cambodia;;0.00051;0.00055;0.00057;0.00042;0.00031;0.00037;0.00042;0.00047;0.00052;0.00056;0.00064;0.00067;0.00069;0.00071;0.00073;0.00075;0.0008;0.00058;0.00051;0.00045;0.00047;0.00031;0.0003;0.00042;0.00028;0.00044;0.00052;0.00055;0.0005;0.00052
China;;18.12198;17.9451;18.92106;20.2361;22.12683;24.30279;25.04091;25.93877;27.14594;28.77554;29.38537;29.62193;30.32492;31.97204;34.13204;35.04591;35.668;37.81456;36.38594;34.99918;34.19953;37.5048;42.8456;49.44335;59.38067;64.44807;66.78499;70.841;78.34819;81.88698
Cook Islands;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fiji;;0;0;0;0.00052;0.00298;0.00304;0.00365;0.00381;0.00358;0.00362;0.00417;0.00418;0.0042;0.00419;0.00439;0.00459;0.00461;0.0046;0.00447;0.00481;0.00443;0.00499;0.00478;0.00373;0.00388;0.00359;0.00358;0.00532;0.00527;0.00488
French Polynesia;;0;0;0;0.00017;0.00025;0.00033;0.00037;0.00036;0.0006;0.00067;0.00072;0.00077;0.00093;0.00097;0.00099;0.00129;0.00138;0.00136;0.00154;0.00089;0.00118;0.00108;0.00133;0.00158;0.00178;0.00177;0.00196;0.00217;0.00217;0.0022
Guam;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hawaiian Trade Zone;;0;0;0;0;0;0;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
Hong Kong;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00001;0.00001;0.00001;0.00001
India;;3.10139;3.72959;3.97552;4.33795;4.95498;5.26619;5.67757;5.64275;6.16515;6.46779;6.82095;7.16243;7.3329;7.48501;8.00096;9.48383;8.7464;9.16577;9.36784;9.58471;9.83181;10.29133;9.94561;10.50647;11.08431;11.73419;12.38495;13.02183;13.59734;14.58454
Indonesia;;4.22713;4.3349;3.71025;3.84971;4.29466;4.19652;4.39746;4.39443;4.56944;4.98064;5.30188;5.89726;6.08178;6.31475;6.6475;6.94835;7.42983;7.38621;7.51685;7.97603;7.68452;7.53231;7.79328;8.16505;8.40943;9.03583;10.54462;11.53451;11.93455;12.70666
Japan;;2.35261;2.3552;2.48792;2.63441;2.75303;3.0949;3.1025;3.34973;3.34297;3.34943;3.51578;3.69366;3.61372;3.98007;3.85735;4.24727;4.33557;4.57201;4.67991;4.4608;4.50433;4.46584;4.16385;3.73941;4.14481;4.20052;4.30665;3.798;3.75747;3.95262
Kiribati;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Korea, North;;1.21016;1.25139;1.31266;1.32527;1.35957;1.42365;1.41666;1.39641;1.72229;1.37727;1.31551;1.27369;1.10018;1.01042;0.96089;0.90919;0.81704;0.75206;0.68433;0.76066;0.80628;0.83046;0.80191;0.83494;0.87693;0.95389;0.9589;0.85468;0.90694;0.8725
